"square_footage","bedrooms","bathrooms","year_built","lot_size","neighborhood","school_district_rating","crime_rate","proximity_to_amenities","economic_indicator","price"
2262,2,2,2015,6417,"Tambacounda",8.5,2,5.2,99.8,694871
1305,3,2,1971,5387,"Touba",8.6,4.1,7.2,109.3,574426
1938,3,2,2014,1525,"Tambacounda",4.6,3.8,6.1,135.6,584989
1418,2,3,1967,7784,"St-Louis",6.8,3.1,6.9,75.1,632773
1124,1,1,1989,8159,"Touba",7.1,3.3,0.8,77.4,498451
2128,4,3,1968,6231,"Kaolack",8.5,8.7,1.8,95,841190
2605,3,2,1992,6939,"Kaolack",5.3,9.6,2,80.1,789878
1406,3,2,1973,4392,"Podor",6.6,5.3,5.5,122.7,517894
1358,1,2,1996,6837,"Podor",6.9,7.9,0.6,113,465140
1264,2,2,2020,3820,"Thies",7.3,6.6,9.5,74.6,677279
1571,3,2,1961,2898,"Podor",6.8,7.9,4.2,95,612134
2133,1,2,1965,7497,"Podor",4.7,7.4,5.3,86.2,654577
2156,3,2,2007,4000,"Touba",2.8,8.4,3.4,83.1,635297
2021,2,1,2016,702,"St-Louis",8.4,5.8,7.7,112.5,558860
2180,2,2,2006,4661,"Podor",8,3.9,0.8,98.9,748767
1566,2,2,1992,4330,"Ziguinchor",5.5,9.7,5.9,99.9,585056
1714,3,2,2011,5439,"Tambacounda",6,8.8,4.1,116.9,558919
2141,2,2,1971,6617,"Thies",6.6,3.1,5.3,83.8,813975
1659,1,3,2006,6300,"Dakar",5.5,5.2,3.9,76.2,735182
1319,2,2,1994,2918,"Thies",5.2,7.7,0.1,109.9,547817
1111,3,2,1974,6470,"Ziguinchor",6.8,9.3,7.7,107.2,528806
3149,3,2,2017,2627,"Tambacounda",5.2,7,5.6,104.8,854666
950,4,2,1995,4210,"Podor",3.4,2.1,7.7,62,531084
1815,2,2,2013,4079,"St-Louis",6.2,2.5,1.6,75.8,659733
2767,2,1,1964,5207,"Dakar",6.9,8.4,4.3,64.6,946097
2219,3,2,1980,6641,"Tambacounda",7.1,7.5,6,124.7,745861
1707,2,2,1967,2274,"St-Louis",5.8,8.7,2.9,106.9,545951
2067,5,2,1976,1362,"Tambacounda",7.3,9.3,5.5,113.3,700643
2692,4,2,1950,4328,"St-Louis",8.4,3.1,1.2,103,845783
1895,3,2,1986,5636,"Podor",8.1,1.8,5.4,126.9,636898
1515,3,3,2015,4676,"Ziguinchor",5.8,1.2,5.9,70.6,651116
2526,1,3,1970,3593,"Touba",8.2,9.8,6.9,113.8,813935
2734,4,3,1964,5712,"Touba",4.5,8.1,3.2,93.1,760955
1308,2,1,1975,4787,"Kaolack",8.1,2,2.2,108.5,533656
2159,3,2,1958,4344,"St-Louis",7.5,6.7,2.2,54.8,728862
1865,4,2,1998,4451,"Touba",5.4,6.8,4.7,89,691382
2151,3,2,1995,5818,"Touba",6.6,7.7,8.5,84.3,683447
2063,2,1,1992,1373,"Tambacounda",7.6,6.1,6.6,142.8,659349
1790,2,2,1959,4564,"Podor",5.4,4.8,8.6,101.7,610306
2019,3,2,2006,3521,"St-Louis",4.1,3.7,5.4,63.2,699217
1195,2,1,1996,5519,"Podor",9.6,6.5,9.1,107.1,538156
1098,2,2,2005,2807,"Ziguinchor",7.1,4,8.7,91,521863
2160,3,2,1997,9478,"St-Louis",9.9,1.5,6.2,95.5,723572
1843,2,3,1979,4890,"Ziguinchor",8.5,7.9,3.1,41.1,604036
1734,3,2,1956,6056,"St-Louis",7.1,2.9,3.4,99.6,736611
962,5,2,1956,3573,"Ziguinchor",9.4,4.7,5.3,123.2,670151
1515,3,2,2007,3355,"Dakar",7.5,9.3,2.2,85.5,752509
1896,2,2,2001,5732,"Tambacounda",7.2,3.9,2.8,119.2,601727
1557,3,2,1960,5417,"Ziguinchor",6,6.8,4.5,91.6,588449
1841,2,2,1969,9319,"Ziguinchor",8.2,7,0.7,94.5,571733
1992,5,1,1957,5303,"Dakar",7.4,9.1,9,81.8,853398
1731,2,2,1974,4562,"Thies",6.1,6.3,2.5,101.6,684429
2014,2,2,1954,5998,"Touba",6.5,5.5,1.3,87.9,744837
1678,5,2,1974,4078,"Thies",7.9,9.3,0.1,94.2,789815
1641,1,2,1954,3344,"Thies",10,7.2,4.6,73.7,807699
1673,3,3,2001,3922,"Ziguinchor",5.8,5.1,1.7,70.9,548876
2119,1,2,1995,4751,"St-Louis",8.8,6.5,8.7,117,690043
2211,2,2,2010,4815,"Tambacounda",5.7,8.3,7.8,97.1,684674
2968,4,3,1969,3416,"Ziguinchor",5.7,9.1,1.8,91.8,847242
1308,2,2,2022,6423,"Touba",5.5,7.3,0.7,94.2,477838
1446,2,2,1997,1510,"Podor",5.7,9.3,9.6,89.6,554083
2122,2,1,1959,5149,"Ziguinchor",9.2,9.9,1.9,112.4,636143
2619,2,2,1963,5959,"Touba",5.4,3.7,6.6,76,764800
2413,1,2,1987,4027,"Thies",6.2,5.8,5.9,113.3,709495
1566,3,2,1962,3444,"Kaolack",7.1,8.2,8,66.1,762757
1461,3,2,1974,4803,"Tambacounda",7.7,3,1.7,124.3,542259
2648,4,2,2019,997,"Podor",8.6,5.6,6.4,108.4,776980
2571,3,2,2007,6417,"Tambacounda",8.6,3.6,5.6,86.1,670942
1907,4,2,1963,5259,"Kaolack",7.8,8.5,3.3,108.1,735105
2650,3,2,1989,1422,"St-Louis",6,4.1,3.7,107.2,718916
1796,3,2,2007,1126,"Tambacounda",5.9,9.4,2.4,121.9,528943
1391,3,2,1967,5817,"St-Louis",4.5,10,1.5,121.1,620806
1775,3,2,1953,8890,"Kaolack",6.2,8.4,5.4,158.9,793744
1840,3,2,1978,4834,"Podor",7.7,9.1,3.9,126.7,646066
1020,3,2,1978,3692,"Touba",8.6,6,5.8,109.4,551334
1714,2,2,1999,10591,"Tambacounda",7.4,2.1,8.9,81.7,656041
1591,1,2,1956,7897,"Thies",5.6,9.9,0.8,47.7,593039
2046,2,2,1985,1910,"St-Louis",6.6,3.6,5.4,131.6,726663
1534,2,2,1963,111,"Thies",5.3,2.2,1,81.1,603688
2041,3,2,1975,7779,"Kaolack",8.4,3.4,8.8,63.7,779788
2068,4,2,2018,6936,"St-Louis",9.9,5.2,3.7,96.8,692700
1660,5,2,2020,6919,"Podor",6.8,9.7,3.8,77.1,562694
1778,3,1,1982,7547,"St-Louis",10.7,3.7,9.4,89.6,740693
2991,1,2,2017,5080,"Podor",6.6,7.4,7.8,104,751548
2574,2,2,2012,2254,"Ziguinchor",6.4,5.3,1.6,130.2,700347
2577,3,2,2008,4958,"Touba",5.1,8.1,9.4,122.7,717563
1829,5,2,2012,2550,"Dakar",7.8,9.2,9.8,140.1,885241
1380,1,2,1998,5881,"Kaolack",5.9,7.2,7.5,103.4,523790
2086,3,2,2021,8080,"Thies",4.1,3,4,111.7,707043
1833,3,2,1990,3353,"Podor",5.5,9.6,8.1,130.6,665627
3592,4,2,1975,5426,"Tambacounda",6.6,1.1,6.7,94.1,980690
834,2,2,1979,2270,"Touba",13.1,5.7,5.8,131.4,555190
1699,4,2,2012,4260,"Thies",7.3,6.4,0,109.1,697544
2542,5,3,2008,6450,"St-Louis",5.6,5.4,8.9,114,763303
751,3,1,1978,6363,"St-Louis",8.2,9.3,9.8,115.7,514007
1670,4,3,1980,4359,"Tambacounda",8.5,4,2,75.2,685523
1967,4,2,1953,2609,"Kaolack",8,2.5,5,136.3,878632
1690,3,2,1954,5666,"Touba",7.3,7.3,6.5,97.2,610672
1334,2,2,1980,3342,"Dakar",5.6,5.9,2.8,106.3,771370
1739,3,2,1993,1996,"Tambacounda",7.2,6.7,6.6,98.3,698326
2469,2,2,1990,4654,"Tambacounda",7.8,2.8,9.3,98,768794
1126,4,2,1977,5828,"Podor",9.2,8.5,4,114.1,514737
2507,1,2,2015,1403,"St-Louis",8.2,4.4,1.2,116,723662
2257,3,3,1964,2984,"Podor",7.6,4.8,4.2,91.2,858216
1182,2,1,1970,6914,"Ziguinchor",8.3,3.7,5.5,89.8,512642
1050,5,2,1958,6383,"St-Louis",5,3,6.9,101.9,708710
1817,2,2,2017,4200,"Ziguinchor",3.2,6.6,5.3,94.5,592224
1943,1,2,2012,2844,"Tambacounda",6.6,2.2,7.7,105.6,606793
2393,2,2,1977,5364,"Thies",7.7,7.2,2.3,99.8,787153
1781,2,2,1994,5103,"Thies",8.1,6,1.2,67.3,682175
2010,3,2,1973,5010,"Ziguinchor",7.2,5.8,5.5,87.5,598762
2445,1,2,1951,1849,"Dakar",8.4,6.1,6.5,117.2,927148
2385,4,3,1964,5940,"Ziguinchor",6,6.5,6.7,101.9,752573
2213,3,1,1987,5759,"St-Louis",7.1,8.5,4,91.7,651291
1962,3,2,1986,4220,"Touba",5.6,9.4,7.9,111.6,691905
1990,5,2,2006,6367,"Ziguinchor",5.5,7.2,9.6,99.6,671323
2401,2,2,1965,5965,"Dakar",8.1,9,7,103.2,933571
2351,1,2,1955,5006,"Dakar",7.7,9.9,9.6,113.8,844990
1769,2,1,1962,5635,"St-Louis",8.7,3.3,2.5,101.7,639299
1982,1,2,1965,3178,"Touba",7.2,8.6,3.1,106.1,594492
2646,2,2,1987,2361,"Podor",9,8.9,3.2,74,781838
2536,2,2,1963,6410,"Kaolack",5.3,3.1,9.1,98.8,825193
1311,3,2,1971,4011,"Touba",7.1,8,4.5,80.6,638905
2524,3,2,1969,7374,"Kaolack",6,1.9,6.5,110.3,781631
1757,4,2,1954,5164,"Thies",4.9,8.1,6.3,131.3,796535
1013,3,2,1972,1666,"St-Louis",6.5,2.3,9.9,91.2,579693
2446,3,2,2018,7972,"Thies",7.4,3.2,4.3,104,810539
1842,3,2,2011,8972,"Touba",5.3,5.5,4.2,102.2,505756
2284,3,1,1956,6094,"Thies",6.6,6.4,6.8,112.7,718470
2770,1,1,2017,5975,"Tambacounda",7.7,6.9,3.3,81.5,579482
2340,3,1,2002,2605,"Touba",8.1,5,8.6,96,783928
1623,3,3,2002,7135,"Thies",4,3.5,7.4,88.2,738108
1733,3,2,1975,2263,"Ziguinchor",7.6,3.4,7,113.9,689010
1306,3,2,2022,1429,"Ziguinchor",6.6,9.5,2.4,52.7,460355
1389,2,2,2014,1582,"Thies",8.5,3.2,2,82.5,622861
2045,4,1,1981,5522,"St-Louis",5.7,9.3,5.1,97.2,641384
1650,4,2,1998,6754,"Podor",8,3.5,0.9,81.1,704804
2129,3,3,2004,3783,"St-Louis",8.7,7.9,3.7,86.8,652951
2216,2,2,1970,5770,"Ziguinchor",7.8,7.9,5.2,115.6,646114
1982,3,2,1994,4471,"Ziguinchor",5.8,2.6,8.9,128,659729
1601,3,2,2016,2597,"Kaolack",5.4,5.8,4.7,120.1,690921
1051,1,2,2005,8302,"St-Louis",7.2,8.5,2.8,85.7,505827
1857,2,2,1974,4005,"Tambacounda",7.1,6.9,5.6,71.4,658892
1281,2,2,2003,4673,"Podor",5.9,2.8,4.8,103.4,461659
2123,3,2,2003,2503,"Thies",8.6,9.4,4.7,93.4,833526
2186,1,2,1997,6399,"Thies",7.5,9.2,4.8,100.8,735005
1958,3,2,2017,-1261,"Kaolack",9.1,6.5,3.9,80.9,698550
1281,2,2,2014,3745,"Tambacounda",5.3,8.4,7.5,80,539080
1422,3,3,2010,9071,"Ziguinchor",4.6,2,2.3,92.6,627423
1554,4,2,1992,8297,"Touba",7,5,6.4,105.9,725645
1874,3,3,2012,1842,"Thies",5.5,8.4,9.3,104.1,842193
2978,4,2,1991,3553,"Ziguinchor",6.6,4,8.5,125.8,865517
1340,2,2,1961,1123,"Touba",7.2,6,7.3,94.5,528847
722,1,1,1967,5645,"Thies",6.1,10,7.2,96.6,473960
1740,2,2,2006,4485,"Ziguinchor",8.5,8.4,4.1,87.9,605350
1380,2,1,1960,3620,"St-Louis",6.7,2.5,2.1,105,552684
714,2,2,1957,4099,"Ziguinchor",9.3,4.7,0.1,75.1,611982
1363,3,1,1953,7973,"Ziguinchor",7.3,1.8,9.8,114,614898
1613,4,1,1979,3478,"Tambacounda",7,5.9,6.5,94.4,632769
1249,3,2,1974,6383,"Kaolack",4.6,7.3,8.3,129,692392
2158,3,1,2015,5503,"Dakar",8,2.9,1.2,103.5,847981
2254,4,2,1978,5691,"St-Louis",6.8,2.1,0.3,105.9,795309
1638,1,3,1967,3689,"St-Louis",5.5,4.4,2.9,79.7,557144
1059,3,2,2018,4500,"St-Louis",5.5,4.8,2.3,104.3,526301
2097,3,2,1998,3496,"St-Louis",6.9,9.8,7.6,62.4,654400
1373,3,2,1984,7754,"Ziguinchor",5,1.1,9,81.7,623241
1385,2,2,1984,885,"St-Louis",8.1,3.9,8.1,106.5,558885
1875,4,1,2015,5974,"Tambacounda",8.4,1.7,1.1,80.1,706308
1312,3,2,1955,8260,"Touba",9.8,5.5,5.9,109.7,661587
1653,2,1,2011,6158,"Tambacounda",6.7,2.1,7.6,56.5,510562
1415,5,2,1963,4943,"Thies",4.5,5.4,9.3,120.2,768648
1996,3,1,1994,5450,"Thies",6.6,6.8,0.2,125.5,695493
1377,3,2,2010,5067,"St-Louis",7.7,7.9,8,110.4,539854
1378,3,1,1993,6095,"Podor",7.2,3.2,6.4,55.1,577010
1319,4,2,1988,6529,"Tambacounda",6.6,6.4,5.4,79.4,604709
1806,3,3,2008,796,"Podor",7.3,1.6,9.4,125.7,707628
2407,2,1,1992,7723,"Touba",8.4,5,3,132.9,690738
1356,1,2,1966,5510,"Podor",4,2.7,2.7,83.1,533621
1909,2,1,1996,6109,"Thies",6,9.1,3.9,102.5,639286
1472,2,2,1983,3888,"Dakar",6.3,6.4,9.3,80.9,742322
1256,2,2,1976,1846,"St-Louis",5.9,1.2,0.1,66.8,574953
2346,3,2,2007,4611,"Touba",7.2,7.8,5.1,90.7,708692
1515,4,4,1983,6805,"Ziguinchor",8.5,7.4,3.2,127.2,709482
2610,2,2,1969,4947,"St-Louis",7.2,4.2,1.4,113.3,695887
1457,3,2,1968,3546,"Touba",9.3,9.3,6.1,112.5,569685
2128,2,2,1995,6496,"Thies",5.2,2.5,7.8,54.2,718911
2355,4,2,1988,8037,"Touba",6.1,8.1,6.8,77,724683
2870,3,2,2012,3632,"Dakar",8.1,2.6,4.2,84.9,933468
1385,4,2,2006,7029,"Tambacounda",8.6,8.9,1.8,98.7,527576
1838,4,2,2003,3875,"Podor",6.6,5.8,8.7,131,675767
2268,3,2,1978,6249,"Tambacounda",8.3,3.7,9.5,85.6,797504
1549,4,3,1995,8176,"Thies",7.7,6.4,4,76.1,743832
2097,3,2,1955,4045,"Kaolack",8.1,1.5,0.3,67.5,754313
1585,3,3,2000,8285,"Touba",8.2,2,0.3,104,625121
1233,3,2,2015,1845,"Touba",7.6,6.9,2.3,30.4,396348
681,1,2,2012,3765,"Tambacounda",6.2,2.7,4.5,88.7,373184
2057,4,2,1950,3177,"Podor",3.7,1.4,2.4,111.1,799708
1629,2,1,1980,4193,"St-Louis",8.4,3.5,6.2,75.5,601655
2659,3,2,1978,7403,"Kaolack",9.6,4.8,6.3,124.2,906865
1242,3,2,1999,1997,"Thies",8.3,8,2.9,81.5,620350
1556,3,2,1995,7793,"Dakar",7.1,9.3,9.8,72.8,693481
2204,5,2,1950,9620,"St-Louis",3.8,8.2,6,115,694489
1669,3,2,1985,2994,"St-Louis",7.4,8.9,1.9,107.5,561491
2044,2,1,2011,5358,"Touba",8,3.2,2.4,138.4,723913
2476,3,2,1951,7844,"Dakar",7.7,4.2,8.8,82.5,903872
2888,3,2,2001,4864,"St-Louis",5.8,4.7,8.1,142.6,763995
1826,3,2,2011,5046,"Kaolack",6.7,4.1,5.9,112.8,748312
1381,2,2,2018,4932,"St-Louis",5.5,7.5,0.5,102.3,520005
1258,3,2,1972,2024,"Kaolack",6.1,2.1,8.3,80.2,620043
1527,4,1,1999,1851,"Ziguinchor",5.5,9.7,1.1,81.2,566435
1587,4,2,1951,2184,"Tambacounda",6.8,1.4,7.9,101.8,746154
1195,1,2,1979,3205,"Dakar",8.2,3.6,1.7,128.5,641224
2099,3,3,2022,4591,"Podor",6.8,8.1,9.4,90.7,681415
2512,2,1,1951,4049,"Ziguinchor",6.1,3.3,0.2,96.7,681522
1578,3,2,2018,6415,"Kaolack",5.1,3.3,1,97.9,615360
1280,2,1,1951,5811,"Tambacounda",7,6.6,5.5,112,619844
1163,4,2,1985,3819,"Dakar",6.3,3.9,9.3,87.7,666021
2185,3,2,2010,5595,"St-Louis",7.6,3.8,6.5,83.9,736018
1816,4,2,1962,4113,"Podor",9.4,8.4,10,126,748790
848,4,2,1999,2862,"Thies",4.4,7.5,4.9,155.7,607040
1738,3,2,1966,3284,"Thies",7.8,8.3,5.2,94.4,744686
1800,3,1,2013,8813,"Podor",9.1,1.6,3.1,106,533626
1378,2,3,1965,4073,"Dakar",8.9,1.4,2.9,98.9,745514
1189,4,2,2020,9917,"Touba",6.3,8,0.7,111.8,545512
1574,2,1,1963,6103,"Tambacounda",6.3,4.5,4.5,65,575161
1449,3,2,2003,4827,"Podor",6.6,9.4,2.6,108.9,622497
1463,3,2,2021,5103,"Kaolack",7.8,3.7,0.5,83.5,600294
648,3,2,1965,5887,"Thies",9.8,2.8,9.8,102.4,736013
1725,3,2,2013,6713,"Ziguinchor",8,6.1,8.6,62.8,627956
2274,4,3,1960,10922,"Tambacounda",8.4,1.6,9.5,73.7,825623
2378,1,3,1997,4456,"St-Louis",9.3,6.7,0.7,124.8,779816
2837,3,2,1988,7274,"Kaolack",9.2,6.6,3.7,79.6,908128
1933,3,2,1956,2188,"Podor",10.9,4.8,9.7,114.4,692920
1274,2,3,1961,5185,"Touba",5.3,3,3,65.4,658040
2051,3,2,1972,6365,"Touba",10,7.9,4.8,110.2,656329
2350,1,2,1981,4571,"Tambacounda",8.4,4.1,9.9,104.4,738900
2743,3,2,1973,3616,"Touba",7.3,8.8,6.4,80.1,875638
2206,2,1,2003,5052,"Thies",7.6,5.1,3,100.4,786770
2509,1,2,2016,7153,"Tambacounda",7.8,7.8,6.2,105,639208
2020,2,2,2006,2762,"Thies",4.3,1.1,6.9,83,650415
1161,2,3,1957,7559,"Podor",7.7,6.5,4.3,64.3,643129
1369,2,3,2011,3494,"Tambacounda",7.1,9.4,1.6,84.8,536927
2743,3,2,1952,5689,"Thies",7.4,4.4,9.9,108.2,1014548
2152,1,2,2002,4738,"St-Louis",7,1.3,7,92.5,677917
1466,2,3,1961,7151,"Tambacounda",7.1,7.2,3,109.4,671556
1447,3,2,1984,3248,"Touba",7.7,8.8,6.7,118.8,551213
1340,2,2,2020,5870,"Tambacounda",8.1,5.5,5.5,110.5,470106
1874,3,3,2016,3758,"Dakar",5.3,4.4,3.2,69.1,811603
1675,3,3,1972,4023,"Kaolack",9.3,8.7,4.1,95.7,783519
1329,3,1,1993,1341,"Podor",9.2,8.1,7.6,80.8,631051
2407,3,2,1990,1850,"Ziguinchor",5.6,3.1,1.2,37.7,773494
1809,3,3,1972,5951,"Tambacounda",8.2,4,7.8,108.5,658045
2179,2,2,1990,7753,"Ziguinchor",4.7,5.1,2.5,114.2,668851
1610,3,2,2008,5232,"Thies",8.5,5.4,3.4,68.1,633985
1887,3,1,2013,6261,"Kaolack",4.6,4.2,4.6,78.2,586551
2317,1,2,1988,4831,"Touba",4.1,4.8,9.1,121.7,702278
2138,2,2,2020,4946,"Podor",7.7,7.8,6.4,91.9,671609
2271,2,1,1952,5184,"Dakar",8.7,8.2,1.7,120.9,823809
887,4,3,2021,6307,"Ziguinchor",8.7,1.5,3,123.3,561735
1889,2,1,2009,6723,"Thies",7.4,2.3,1.3,90.2,717942
1704,3,2,1964,8613,"Ziguinchor",6.6,4.4,5,158.5,612703
1475,2,2,1992,8370,"Podor",6,3.6,0.1,90.4,476601
1520,3,2,1991,5238,"Touba",6.9,9.2,1.2,109.8,572366
2638,1,1,2020,5140,"Thies",6.8,5.1,7.8,120,708054
2015,3,2,2016,3990,"Podor",6.7,5.8,10,71.1,778314
1728,3,3,1958,4386,"Tambacounda",5.7,9.5,6.8,88.7,648960
2270,3,3,1991,2878,"St-Louis",5.4,5.4,0,57.2,758786
1527,2,2,2006,7798,"Tambacounda",6.5,7.5,1.4,83.9,575513
1869,3,2,2021,8307,"Kaolack",4.2,8.5,4.2,90.1,660733
2523,4,2,1992,4659,"Ziguinchor",9.4,3.5,3.7,105.9,768402
1634,4,2,2004,7205,"Ziguinchor",4.3,6.2,3.7,129.6,599572
1400,1,2,1954,5414,"Ziguinchor",7,6.1,0,84.4,535019
1526,3,2,1971,4966,"Dakar",6.6,1.5,9.3,69.3,739886
1275,4,2,1997,8046,"Kaolack",5.7,7.6,1.8,118,673993
1926,1,2,1982,4173,"Thies",5.6,6.9,6.3,113.2,647188
1964,3,2,1980,2251,"Ziguinchor",6.4,3.5,7.1,103.7,672922
2228,5,2,2016,6258,"Thies",5.3,9.4,9.3,73.5,883905
2701,2,2,1968,3861,"Ziguinchor",6.9,4.3,6.5,132.9,827145
2503,3,2,2004,5961,"Thies",8,3.2,5.3,106,829338
1175,3,2,1998,2700,"Dakar",9.3,6.8,5.8,58.1,708319
2800,3,2,1955,3551,"Dakar",10.3,6.6,9.7,89.6,1099866
1870,3,2,1953,2311,"Kaolack",7.4,4.4,3.5,110,770314
1607,2,2,2008,5984,"Podor",5.8,8,2.9,104.2,476044
2728,2,2,1968,5444,"Ziguinchor",4.7,5.1,2.4,143.6,743272
2014,2,1,2019,6039,"Touba",5.2,4.4,4.1,86.9,597613
2665,1,2,1973,8849,"Kaolack",5.2,4.5,5.9,95.8,872987
1778,2,1,2022,6570,"Dakar",5.6,2.5,8.6,62.5,715813
1434,3,3,1979,4943,"Touba",9.1,4,2.5,91.1,628657
817,4,2,2015,4804,"Touba",6.2,9.1,3.6,151.9,485885
2363,3,2,2011,3863,"Kaolack",5.2,8.9,6.1,107.6,773930
1356,4,2,2001,3516,"Dakar",7.7,8.1,3.9,84.2,728035
2236,2,2,1985,4643,"Ziguinchor",6.9,3.7,1.2,115.3,646377
1860,2,1,1984,4204,"Tambacounda",9.7,9.8,8.6,60.2,587659
2036,3,2,1975,8801,"Ziguinchor",7.1,6,7.2,101.2,672922
2433,3,2,1982,8644,"Ziguinchor",9.5,9.6,8.5,118.2,786292
1557,4,2,1981,3169,"Thies",6.6,8.7,5.4,115,774657
1569,2,2,1984,-165,"Podor",5.5,3.6,4.7,110.6,562260
1684,2,2,1980,3526,"Ziguinchor",5.5,5.3,0,120.6,624289
2330,1,2,1988,3899,"Thies",5,1.4,9.4,157.9,792151
1563,3,3,1974,7186,"Thies",5,4.9,5.5,102.3,664411
1712,3,2,1980,4188,"Dakar",3.8,7.3,0.8,91.5,832834
2198,1,2,1960,3258,"Dakar",7.8,3.9,9.6,124.9,801811
2189,2,2,1970,7031,"Kaolack",6.2,6.6,1,87.2,750651
2198,4,2,1965,6335,"Touba",7.3,5,8.3,80,817206
1825,3,2,2002,4417,"Ziguinchor",5.3,8.6,9.4,106.4,605517
2181,3,2,1961,4786,"Tambacounda",6,1,3.7,81.3,787009
1943,3,1,2007,3738,"Podor",8,2.9,1.8,112.7,619057
1484,3,3,1965,4471,"Ziguinchor",6.9,4.4,1.5,54.2,603270
2702,3,2,1962,6690,"Thies",6.7,9.6,1.2,96.8,790093
868,2,2,2003,3481,"Podor",6.6,4.2,3.3,125.9,408960
2223,3,2,1968,7574,"Touba",4.8,6.8,1.2,92.2,626548
1971,5,3,1987,6497,"Ziguinchor",8.4,4.1,3.7,103.2,746311
1811,3,2,1964,3082,"Ziguinchor",4.7,3.9,5.2,77.9,645291
1494,3,1,1970,6631,"Ziguinchor",6.9,2.8,2.7,82.5,676612
1670,5,2,1977,6017,"Ziguinchor",7.4,9,7.8,120.3,663518
2703,3,1,1983,2135,"Podor",6,8.5,6.9,70.1,761404
1752,3,2,2004,5348,"Kaolack",7.4,8.3,8.2,81.1,591464
1608,3,2,2006,5787,"Touba",5,4.6,0.4,110.2,612585
1361,3,1,1981,1871,"Ziguinchor",4.6,6,0.2,129.4,522793
1552,3,2,2020,6134,"Dakar",10,6,9,75,726314
1758,3,3,2005,1112,"Tambacounda",7.3,4.6,0.9,104.7,613072
1121,3,2,1990,5352,"Kaolack",7.3,4.1,0.8,89.9,512016
2371,4,2,1950,1655,"Podor",5.9,1.6,7.8,130.6,783887
1849,4,2,1975,388,"Ziguinchor",7.2,5.7,4.1,91.6,681668
2533,1,2,1993,5501,"Tambacounda",10.1,1.2,9.6,61.6,830646
2295,2,2,2002,3462,"Podor",6.7,9.6,5.1,94.8,660365
2507,2,3,1981,3927,"Podor",6.7,5.9,2.3,91.4,762716
1132,4,2,2002,2267,"Thies",8.8,10,9.3,100.7,669086
2090,4,3,1978,4198,"Podor",8.9,3.1,6.5,90.1,865743
1619,1,1,1992,3785,"Touba",10.8,2.1,7,94.8,682084
1777,3,2,1980,6207,"Podor",9,7.7,1.4,115.7,705876
1500,2,2,1986,3552,"Podor",5.9,8.7,8.4,125.2,515875
1908,1,3,2005,3928,"St-Louis",8.1,7.5,2.8,82.9,610340
1847,2,2,1954,4540,"Dakar",7.6,4.9,0.5,127.6,819400
740,1,2,2016,3308,"Tambacounda",7.9,5.6,7.4,100.1,394079
2226,3,2,1974,3280,"Kaolack",8.2,5.5,0.6,131.3,778111
1877,2,2,1951,4994,"Ziguinchor",7.1,3.7,4.8,58.7,729804
1314,4,3,2011,5255,"St-Louis",8.9,9.4,5.3,103.5,667389
1249,4,2,1993,4311,"St-Louis",5.3,7.4,7.2,83.9,698133
1455,2,1,1976,4096,"Dakar",4.5,3.4,9.4,102.4,734299
1008,3,2,1963,5626,"Podor",7.4,2.9,3.3,83.2,639839
1869,3,2,1990,6800,"Touba",5.9,3.3,3.9,110.9,654883
2551,4,2,1975,5402,"Tambacounda",9.1,6.5,5.2,80.2,778325
1896,3,2,2010,3751,"Thies",7.4,2.4,8.3,88.4,811703
2064,3,3,2011,7166,"Touba",6.3,6,2.6,88.8,686658
1058,2,2,2004,4307,"Kaolack",9.1,1.5,3.3,106.3,559601
1030,2,1,1984,768,"Kaolack",6.8,1.3,2.6,117,604152
1352,5,2,2009,6937,"Touba",7.8,6.2,7.3,112.9,667567
2161,2,2,1974,8391,"Kaolack",7.7,5.2,9.1,110.3,843989
1358,1,2,1994,5063,"Ziguinchor",5,9.1,6.6,95.6,526273
2079,2,2,1966,9570,"Podor",9.9,1.7,6.1,99.1,707061
1691,3,1,1979,5470,"Dakar",5.5,5,9.8,103.7,732321
1992,2,3,1986,5807,"Kaolack",5.3,1.5,1.5,111.6,697403
1280,4,3,1981,1593,"Touba",8.3,4.7,6.6,119.2,653143
1326,2,2,1976,5785,"Ziguinchor",7.9,1.4,1.6,66.2,586899
1748,3,2,1960,2361,"Thies",6.6,2.4,5.3,137.6,673875
1696,3,3,2018,7034,"Podor",3.5,3.6,3.8,80,587676
906,4,1,1962,3663,"Podor",8.8,1.9,7.5,117.2,471184
2069,3,2,2021,1186,"Touba",6.1,2,3.9,82,626903
825,3,2,1997,6962,"Ziguinchor",9,5.7,5.4,103.1,502945
1592,3,2,1992,5955,"St-Louis",7,2.1,2.7,100,638125
1828,3,2,2013,7114,"Touba",8.4,3.5,3.1,110.1,673381
1449,3,2,2009,4758,"Ziguinchor",10.1,4.6,4.9,66.8,586150
1098,2,3,1992,3768,"Tambacounda",8.2,2.3,0.5,83.2,463166
1601,2,3,1961,4887,"Tambacounda",7,4.8,5.1,97.6,675819
1745,4,3,1971,5147,"Tambacounda",7.6,5.7,4.4,115,699571
1338,3,2,2015,7339,"Dakar",7.3,3,5.8,76.8,658487
1121,3,2,2007,4248,"Tambacounda",8.2,6.8,1.8,81.4,489695
1203,3,2,2008,5227,"Kaolack",7.6,7.8,3.3,102.4,569972
